id,label,statement,subject,speaker,job,state,party,barely_true,false,half_true,mostly_true,pants_fire,context
9714.json,0.0,says us senate candidate joni ernst signed a pledge that protects tax breaks for companies that ship jobs overseas,"corporations,taxes",next-generation-climate-action-committee,,,democrat,0.0,1.0,0.0,0.0,1.0,a television ad
2610.json,1.0,his biography says he was the top rotc officer in the nation,candidates-biography,john-robitaille,,Rhode Island,republican,0.0,1.0,2.0,0.0,0.0,a biography on Robitaille's campaign website
10523.json,0.0,florida students take an array of standardized high stakes tests which eat up as much as 45 school days per year,education,florida-badass-teachers-association,,Florida,none,0.0,1.0,0.0,0.0,0.0,a statement to the Miami Herald
7980.json,1.0,it is against the law for the nsa to record or monitor americans phone calls without getting a specific fisa warrant to do so,"privacy,terrorism",lynn-westmoreland,,,republican,1.0,1.0,3.0,0.0,0.0,an article
438.json,1.0,the united states is seeing greater income inequality now than any time since the 1920s,economy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,Democratic debate in Philadephia
5435.json,0.0,amniocentesis does in fact result more often than not in this country in abortion,"abortion,health-care,public-health",rick-santorum,,Pennsylvania,republican,12.0,16.0,13.0,7.0,5.0,"an interview on CBS's ""Face the Nation"""
496.json,0.0,iran might not be a superpower but the threat the government of iran poses is anything but tiny as obama says,foreign-policy,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,Chicago
8925.json,1.0,of minimum wage workers in rhode island only 14 percent serve as sole income earner for their family,"economy,jobs",mike-stenhouse,"chief executive officer, R.I. Center for Freedom and ProsperityState Policy Research Institute",Rhode Island,newsmaker,1.0,1.0,1.0,0.0,1.0,a news release
2386.json,0.0,john boehner has called for repealing the rest of the stimulus which would raise taxes on 110 million middle class people,"stimulus,taxes,abc-news-week",austan-goolsbee,chair of the Council of Economic Advisers,Illinois,democrat,0.0,1.0,0.0,3.0,0.0,"ABC's ""This Week"""
7270.json,0.0,the average age of first marijuana use is 12,"drugs,government-regulation,health-care,legal-issues,marijuana,market-regulation,states",protect-families-first,,Rhode Island,organization,0.0,1.0,0.0,0.0,0.0, a news release
6221.json,0.0,ive never supported a payroll tax,taxes,david-dewhurst,Lieutenant governor,Texas,republican,8.0,8.0,10.0,5.0,5.0,"a Republican US Senate debate at KERA-TV, Channel 13, in Dallas."
4345.json,0.0,on serving out his gubernatorial term,elections,bob-mcdonnell,Governor,Virginia,republican,6.0,5.0,7.0,6.0,3.0,
151.json,0.0,more people in this country have seen ufos than i think approve of george bushs presidency,bush-administration,dennis-kucinich,U.S. representative,Ohio,democrat,1.0,3.0,4.0,6.0,0.0,"a Democratic debate in Philadelphia, Pa."
13256.json,1.0,zephyr teachout says she is against super pacs despite taking money from super pac donors,campaign-finance,national-republican-congressional-committee,,,republican,18.0,9.0,8.0,5.0,8.0,"a series of blog posts, ending on Sept. 21, 2016"
12556.json,1.0,says hillary clinton said she was under attack in bosnia but the attack turned out to be young girls handing her flowers,ethics,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech in New York City
4343.json,0.0,the studies have shown us that drug testing for welfare recipients will be saving us money,"children,drugs,economy,families,florida,government-regulation,hunger,marijuana,poverty,state-budget,state-finances",doreen-costa,State Representative,Rhode Island,republican,0.0,1.0,0.0,0.0,0.0,a radio interview
12247.json,1.0,says new hampshires second congressional district includes two counties where almost 5 percent if not more of residents are enrolled in the states expanded medicaid program,"bipartisanship,health-care,medicaid",jack-falanagan,State representative,New Hampshire,republican,0.0,0.0,0.0,0.0,0.0,a speech 
71.json,0.0,dr paul never votes for legislation unless the proposed measure is expressly authorized by the constitution,legal-issues,ron-paul,U.S. representative,Texas,republican,5.0,8.0,8.0,8.0,3.0,a statement on his campaign Web site.
1887.json,1.0,georgia has a dropout rate thats higher than alabamas,"education,message-machine",john-oxendine,,Georgia,republican,0.0,0.0,2.0,0.0,0.0,a campaign video on his website
567.json,1.0,says obama flipflopped on warrantless wiretapping,terrorism,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,a news release from McCain spokesman Tucker Bounds 
4369.json,1.0,a national study of 2500 charter schools shows that maybe 20 percent do better than the community public schools 40 percent or so do worse and the rest are not having any significant difference,education,james-parisi,Lobbyst for the Rhode Island Federation of Teachers and Health Professionals,Rhode Island,labor-leader,0.0,0.0,0.0,0.0,0.0,a TV news show
271.json,0.0,barack obama hasnt passed any bills,job-accomplishments,joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,"a campaign event in Ames, Iowa"
12120.json,1.0,bernie sanders passed more roll call amendments in a republican congress than any other member,candidates-biography,bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,an a television ad
1001.json,0.0,on switching parties,elections,arlen-specter,Senator,Pennsylvania,democrat,0.0,0.0,0.0,1.0,0.0,interviews.
3527.json,1.0,we lost more jobs in this great recession than the last four recessions combined,"economy,jobs,labor,abc-news-week",george-will,Columnist,Maryland,columnist,7.0,6.0,3.0,5.0,1.0,"a roundtable segment on ABC's ""This Week with Christiane Amanpour"""
2798.json,0.0,mequon and milwaukee have the highest disparity of income in the country,income,michael-murphy,Member of Milwaukee Common Council,Wisconsin,none,0.0,1.0,0.0,0.0,0.0,comments made during adoption of Milwaukee's 2011 city budget
7091.json,1.0,budget analysts say the looming tax hikes and spending cuts would take us into a recession and kill jobs,"deficit,economy,federal-budget,jobs",rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,a newspaper interview
224.json,1.0,when pakistan erupted in crisis i spoke to musharraf before bush did,foreign-policy,joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,a TV ad
2009.json,0.0,in rick perrys texas the governor threatens to leave to secede from the greatest country in the world,"candidates-biography,foreign-policy,history,states",bill-white,Former mayor of Houston,Texas,democrat,2.0,3.0,5.0,7.0,3.0,a speech
13430.json,1.0,says russ feingold said that with obamacare we could keep our doctors and our plans it was rated as the lie of the year,"candidates-biography,government-regulation,health-care",us-chamber-commerce,,,none,6.0,3.0,3.0,1.0,1.0,an ad
7539.json,0.0,says houston is home to more doctors more nurses more researchers than any other place in the world,"health-care,medicaid,public-health",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,"remarks at a Washington, D.C. event."
2425.json,0.0,says bill white didnt pay taxes while earning 133600 annual salary as deputy secretary of energy,"taxes,transparency",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a press release
5027.json,0.0,our tax code is    80000 pages,"economy,government-efficiency,government-regulation,taxes",barry-hinckley,,Rhode Island,republican,0.0,4.0,1.0,2.0,2.0,"an appearance on WPRI's ""Newsmakers"" program"
9930.json,1.0,says fox news gave republicansenators twice the air time as democrats during a hearing about theislamic state,foreign-policy,media-matters,,,none,0.0,0.0,0.0,0.0,0.0,a post on the Media Matters blog
12989.json,0.0,hillary clinton wants to shut down family farms using radical regulation by raising business tax rates as high as nearly 50 percent and by taxing family farms again at death by as much as 45 percent,"agriculture,economy,government-regulation,taxes,wealth",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech
12773.json,1.0,speakers at the democratic national convention made zero mentions of the global terrorist threat posed by isis,terrorism,republican-national-committee-republican,,,republican,6.0,6.0,11.0,5.0,2.0,an email to reporters
10007.json,0.0,ive been involved in prosecuting a terrorist member of isis,"crime,criminal-justice,foreign-policy,terrorism",greg-abbott,governor,Texas,republican,11.0,3.0,8.0,6.0,5.0,a debate in the Rio Grande Valley.
8260.json,0.0,the amount of interest paid on the federal debt exceeds total tax revenue,"corporations,debt,federal-budget,taxes",chris-kapanga,,,republican,0.0,1.0,0.0,0.0,0.0,a newsletter
2935.json,1.0,the national debt grew an estimated15 billion last weekend,"deficit,economy",mark-warner,U.S. Senator,Virginia,democrat,3.0,1.0,6.0,3.0,0.0,a floor speech.
8317.json,1.0,the us supreme court decided in 1982 that noncitizen children must get free k12 education,"education,immigration",david-watts,Candidate,Texas,republican,0.0,0.0,0.0,0.0,0.0,an email blast
11112.json,1.0,says donald trump has supported a canadianstyle universal health care system,elections,erick-erickson,,,republican,1.0,2.0,0.0,0.0,0.0,a column on Redstate.com
7558.json,0.0,says the democrats proposed budget is also balanced by using more in new tax revenue than in total pers reform or savings,"pensions,state-budget,taxes,unions",bruce-hanna,Co-Speaker of the Oregon House of Representatives,Oregon,republican,1.0,1.0,0.0,0.0,0.0,a floor speech
323.json,1.0,hillary clinton agreed with john mccain on voting for the war in iraq,iraq,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,Denver
3468.json,1.0,most americans live within 50 miles of a nuclear power plant,"energy,nuclear,public-safety,pundits",lawrence-odonnell,,,none,2.0,2.0,0.0,3.0,0.0,"MSNBC's ""Last Word"""
3735.json,0.0,under president barack obama the united states has doubled our exports,"economy,trade",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a speech in Austin, Texas"
3722.json,0.0,says president barack obamas debt commission recommended converting medicare to a system where medicare participants are given a voucher to purchase insurance in the private market,"deficit,federal-budget,medicare",tom-petri,U.S. House member -- 6th District,Wisconsin,republican,0.0,1.0,0.0,0.0,0.0,a constituent newsletter
10016.json,0.0,the last time there was a sustained surge of confidence in governments competence was under ronald reagan,"history,polls",george-will,Columnist,Maryland,columnist,7.0,6.0,3.0,5.0,1.0,"comments on ""Fox News Sunday"""
351.json,1.0,senator obama has in fact never had a serious republican challenger,elections,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a conference call to reporters led by Cilnton pollster Mark Penn
11341.json,0.0,the birther movement was started by hillary clinton in 2008 she was all in,obama-birth-certificate,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a tweet
11702.json,1.0,here in wisconsin weve put in previous budgets more money into mental health services than any governor has in the last 25 years,"health-care,public-health,state-budget,terrorism",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,an interview
5247.json,0.0,the interlink at tf green airport is the closest airrail link in the country,"infrastructure,transportation",lincoln-chafee,,Rhode Island,democrat,3.0,5.0,3.0,4.0,0.0,a news conference
12346.json,0.0,in the united states alone we lose more than 3000 people a day to cancer,"health-care,public-health,science",joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,a speech at the Vatican
3297.json,0.0,the five states that outlaw collective bargaining for teachers all rank below 44th in the nation in test scores while wisconsin ranks 2nd,"education,labor,workers",state-democratic-party-wisconsin,,Wisconsin,democrat,5.0,7.0,2.0,2.0,7.0,in a Facebook post
12263.json,0.0,the colorado caucus system for selecting republican delegates is rigged,"elections,ethics,campaign-advertising",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a TV interview
9825.json,0.0,every 28 hours an unarmed black person is shot by a cop,"crime,diversity,public-safety",marc-lamont-hill,,,democrat,0.0,1.0,0.0,0.0,0.0,a CNN segment
